747,0,-130.69636,2792.893737
1492.962638,2103.837166,-27.921912,1481.859765,2075.731754,-28.101238,168,198,245
1492.962638,2103.837166,-27.921912,1557.127722,2071.971942,-31.253849,168,198,245
1269.240551,2215.729262,-17.617787,1254.245486,2183.155234,-17.705373,130,161,214
1269.240551,2215.729262,-17.617787,1321.412059,2189.500079,-19.824243,130,161,214
490.378869,1782.757203,-2.192325,298.708168,2049.538209,0,75,107,169
490.378869,1782.757203,-2.192325,601.431474,1751.074235,-4.023833,76,108,170
490.378869,1782.757203,-2.192325,632.599821,1946.137519,-3.924953,76,108,170
1254.245486,2183.155234,-17.705373,1296.496835,2152.511563,-19.661065,130,161,214
1321.412059,2189.500079,-19.824243,1296.496835,2152.511563,-19.661065,139,170,222
1434.513559,2133.307453,-25.017594,1492.962638,2103.837166,-27.921912,160,191,239
1434.513559,2133.307453,-25.017594,1377.959441,2161.160302,-22.356368,151,181,231
1377.959441,2161.160302,-22.356368,1321.412059,2189.500079,-19.824243,140,171,222
1377.959441,2161.160302,-22.356368,1360.040806,2123.276723,-22.44883,151,181,231
1216.004973,2242.339797,-15.507905,1269.240551,2215.729262,-17.617787,120,151,206
1216.004973,2242.339797,-15.507905,1109.681717,2295.176371,-11.733666,103,134,192
1216.004973,2242.339797,-15.507905,1208.487001,2200.130082,-15.961108,120,151,206
1208.487001,2200.130082,-15.961108,1254.245486,2183.155234,-17.705373,122,153,208
1208.487001,2200.130082,-15.961108,1168.549773,2198.774464,-14.757822,117,148,203
1557.127722,2071.971942,-31.253849,1554.766267,2027.939397,-32.199768,173,203,249
1557.127722,2071.971942,-31.253849,1625.504152,2038.177772,-34.965446,173,203,249
1554.766267,2027.939397,-32.199768,1618.893957,1996.517104,-35.734067,173,203,249
1625.504152,2038.177772,-34.965446,1618.893957,1996.517104,-35.734067,174,203,247
1625.504152,2038.177772,-34.965446,1717.130629,1993.030993,-40.181324,174,203,247
2348.611432,1080.399952,-105.807987,2280.436339,1115.128946,-100.649954,234,125,0
2348.611432,1080.399952,-105.807987,2368.276963,1152.051329,-103.90897,234,119,0
1717.130629,1993.030993,-40.181324,1711.033656,1940.44334,-41.337544,183,208,228
1717.130629,1993.030993,-40.181324,1824.22737,1939.563081,-46.611442,183,208,228
1824.22737,1939.563081,-46.611442,1778.060647,1902.279452,-45.514054,200,217,194
1824.22737,1939.563081,-46.611442,1940.067994,1880.722878,-53.915864,204,219,185
632.599821,1946.137519,-3.924953,713.684273,1917.062519,-5.431633,78,110,172
606.758145,2089.640476,-3.057918,442.150144,2188.474331,-0.840784,75,107,169
606.758145,2089.640476,-3.057918,632.599821,1946.137519,-3.924953,77,109,171
606.758145,2089.640476,-3.057918,721.308133,2132.769465,-4.549662,77,109,171
2456.186525,1621.327976,-89.423671,2407.861917,1590.498662,-88.022615,238,151,18
2456.186525,1621.327976,-89.423671,2425.782622,1636.874073,-87.205535,239,155,21
2072.194354,1765.175498,-64.188831,1988.894623,1778.906401,-59.554331,248,241,96
2072.194354,1765.175498,-64.188831,2089.929246,1735.7019,-66.082764,254,244,85
2114.328007,1795.314771,-65.315246,2034.210179,1833.165215,-60.052314,249,241,94
2114.328007,1795.314771,-65.315246,2072.194354,1765.175498,-64.188831,254,244,85
2114.328007,1795.314771,-65.315246,2230.672207,1733.343137,-73.398186,254,244,84
2230.672207,1733.343137,-73.398186,2199.407529,1698.080238,-73.014308,251,229,73
2230.672207,1733.343137,-73.398186,2303.491448,1698.252232,-78.452175,251,227,72
1940.067994,1880.722878,-53.915864,1877.932829,1845.582139,-51.972705,225,229,143
1940.067994,1880.722878,-53.915864,2034.210179,1833.165215,-60.052314,232,233,129
2034.210179,1833.165215,-60.052314,1969.590409,1796.20641,-58.031912,244,239,104
2677.856264,1494.57736,-106.40332,2630.074427,1533.401552,-102.246611,234,122,0
2677.856264,1494.57736,-106.40332,2615.81385,1475.181573,-103.835078,234,119,0
2695.54703,1408.599141,-110.883824,2677.856264,1494.57736,-106.40332,234,112,0
2695.54703,1408.599141,-110.883824,2632.735035,1388.800834,-108.29285,234,106,0
1308.159676,2094.534927,-21.081258,1230.574091,2086.444319,-18.490074,134,165,217
1308.159676,2094.534927,-21.081258,1361.761266,2053.64684,-23.797616,146,176,227
1308.159676,2094.534927,-21.081258,1321.149541,2121.0015,-21.083521,146,176,227
1321.149541,2121.0015,-21.083521,1296.496835,2152.511563,-19.661065,139,170,222
1321.149541,2121.0015,-21.083521,1360.040806,2123.276723,-22.44883,146,176,227
1423.89168,2108.360901,-25.131808,1434.513559,2133.307453,-25.017594,160,191,239
1423.89168,2108.360901,-25.131808,1360.040806,2123.276723,-22.44883,151,182,231
1423.89168,2108.360901,-25.131808,1481.859765,2075.731754,-28.101238,161,191,239
1525.515877,2031.246693,-30.89128,1554.766267,2027.939397,-32.199768,172,202,248
1525.515877,2031.246693,-30.89128,1481.859765,2075.731754,-28.101238,168,198,245
1525.515877,2031.246693,-30.89128,1515.010357,2000.864944,-31.15,172,202,248
2630.074427,1533.401552,-102.246611,2576.915232,1559.406582,-98.333946,234,126,0
2630.074427,1533.401552,-102.246611,2590.900954,1505.427689,-101.257362,234,124,0
516.134161,2569.783995,-0.294687,318.734117,2396.679993,0,75,107,169
516.134161,2569.783995,-0.294687,655.550252,2388.08264,-2.281276,75,107,169
516.134161,2569.783995,-0.294687,593.52241,2551.951203,-0.818653,75,107,169
1686.789964,1949.167492,-39.997679,1618.893957,1996.517104,-35.734067,175,204,245
1686.789964,1949.167492,-39.997679,1698.927032,1911.379778,-41.571066,183,208,229
1686.789964,1949.167492,-39.997679,1711.033656,1940.44334,-41.337544,183,208,229
1711.033656,1940.44334,-41.337544,1778.060647,1902.279452,-45.514054,186,210,222
2517.463598,1589.760332,-93.93423,2456.186525,1621.327976,-89.423671,237,145,14
2517.463598,1589.760332,-93.93423,2470.784317,1556.045174,-92.747109,235,133,5
2517.463598,1589.760332,-93.93423,2576.915232,1559.406582,-98.333946,235,130,3
2576.915232,1559.406582,-98.333946,2544.271681,1527.643858,-97.838179,234,126,0
2412.376745,1046.972529,-110.669516,2348.611432,1080.399952,-105.807987,234,114,0
2412.376745,1046.972529,-110.669516,2463.83493,1021.143729,-114.543312,234,97,0
2463.83493,1021.143729,-114.543312,2471.330752,1083.748381,-112.340427,234,90,0
2435.64811,1103.765253,-109.57311,2412.376745,1046.972529,-110.669516,234,102,0
2435.64811,1103.765253,-109.57311,2471.330752,1083.748381,-112.340427,234,102,0
2698.433397,1335.82375,-114.047951,2695.54703,1408.599141,-110.883824,234,96,0
2698.433397,1335.82375,-114.047951,2651.309783,1313.970611,-112.400956,234,90,0
2698.433397,1335.82375,-114.047951,2699.420541,1273.450739,-116.694986,234,83,0
830.979659,2436.558702,-4.438292,829.486076,2387.688638,-4.778124,79,111,173
889.803544,2359.384032,-6.110132,829.486076,2387.688638,-4.778124,80,112,173
889.803544,2359.384032,-6.110132,890.926397,2404.847661,-5.753333,82,114,175
890.926397,2404.847661,-5.753333,830.979659,2436.558702,-4.438292,79,111,173
890.926397,2404.847661,-5.753333,945.731736,2378.304984,-7.039112,82,114,175
1168.549773,2198.774464,-14.757822,1091.986002,2248.724975,-11.887233,104,135,192
914.736149,2263.114616,-7.323058,927.957824,2225.143648,-7.904616,87,118,179
1109.681717,2295.176371,-11.733666,1055.49314,2323.46081,-10.021609,96,128,186
1055.49314,2323.46081,-10.021609,1002.40027,2349.795928,-8.508666,91,122,182
932.470343,2288.903042,-7.53705,889.803544,2359.384032,-6.110132,83,115,176
932.470343,2288.903042,-7.53705,914.736149,2263.114616,-7.323058,87,118,179
932.470343,2288.903042,-7.53705,998.128481,2274.81732,-9.19167,87,119,179
1002.40027,2349.795928,-8.508666,945.731736,2378.304984,-7.039112,86,118,178
1002.40027,2349.795928,-8.508666,998.128481,2274.81732,-9.19167,91,122,182
1091.986002,2248.724975,-11.887233,1109.681717,2295.176371,-11.733666,103,134,192
1091.986002,2248.724975,-11.887233,998.128481,2274.81732,-9.19167,93,125,184
2303.491448,1698.252232,-78.452175,2262.914668,1667.653978,-77.422825,248,209,59
2381.985369,1657.849668,-84.083762,2425.782622,1636.874073,-87.205535,242,172,32
2381.985369,1657.849668,-84.083762,2303.491448,1698.252232,-78.452175,247,203,55
2381.985369,1657.849668,-84.083762,2359.402398,1632.44414,-83.828588,242,173,33
2127.623613,1712.632209,-68.800234,2089.929246,1735.7019,-66.082764,254,244,84
2127.623613,1712.632209,-68.800234,2199.407529,1698.080238,-73.014308,253,241,82
2199.407529,1698.080238,-73.014308,2262.914668,1667.653978,-77.422825,251,229,73
2262.914668,1667.653978,-77.422825,2287.789312,1653.65078,-79.243058,248,209,59
2280.436339,1115.128946,-100.649954,2296.073244,1194.771121,-98.218461,234,126,0
2280.436339,1115.128946,-100.649954,2213.650208,1146.081423,-95.722691,234,127,1
2213.650208,1146.081423,-95.722691,2206.76803,1212.275298,-92.641122,235,134,5
979.938102,1934.972277,-11.941392,967.239937,1905.829822,-11.862522,104,135,192
655.550252,2388.08264,-2.281276,699.916927,2310.602804,-3.2691,76,108,170
655.550252,2388.08264,-2.281276,678.393468,2402.021198,-2.462572,76,108,170
852.043787,2233.764851,-6.211704,927.957824,2225.143648,-7.904616,83,115,176
852.043787,2233.764851,-6.211704,841.122981,2209.109094,-6.167051,83,115,176
